Year,Field,Transect,Plot,Group,Cover_Bareground,Cover_Litter,Cover_Group
1983,4,R,10,Annual,0.45,0.28,0.01
1983,4,R,11,C3_Perennial,0.62,0.15,0.21
1983,4,R,11,Annual,0.62,0.15,0.01
1983,4,R,12,C3_Perennial,0.2,0.6,0.16
1983,4,R,12,Annual,0.2,0.6,0.03
1983,4,R,13,C3_Perennial,0.62,0.15,0.155
1983,4,R,13,Annual,0.62,0.15,0.055
1983,4,R,14,C3_Perennial,0.670670671,0.1001001,0.083083083
1983,4,R,14,Annual,0.670670671,0.1001001,0.143143143
1983,4,R,15,C3_Perennial,0.500500501,0.1001001,0.12012012
1983,4,R,15,Annual,0.500500501,0.1001001,0.239239239
1983,4,R,16,C3_Perennial,0.38,0.32,0.17
1983,4,R,16,Annual,0.38,0.32,0.12
1983,4,R,17,C3_Perennial,0.24,0.5,0.25
1983,4,R,18,C3_Perennial,0.427427437,0.368368358,0.199199199
1983,4,R,19,C3_Perennial,0.248746231,0.498495501,0.223671005
1983,4,R,20,C3_Perennial,0.620620621,0.17017017,0.203203203
1983,4,R,20,Annual,0.620620621,0.17017017,0.003003003
1983,4,R,21,C3_Perennial,0.4,0.35,0.24
1983,4,R,22,C3_Perennial,0.1,0.7,0.19
1983,4,R,23,C3_Perennial,0.338338328,0.447447457,0.199199199
1983,4,R,23,Annual,0.338338328,0.447447457,0.005005005
1983,4,R,24,C3_Perennial,0.47,0.22,0.195
1983,4,R,24,Annual,0.47,0.22,0.075
1983,4,R,24,Forb_Perennial,0.47,0.22,0.02
1983,4,R,25,C3_Perennial,0.664995002,0.052156468,0.183550638
1983,4,R,25,Annual,0.664995002,0.052156468,0.099297892
1983,4,W,1,C3_Perennial,0.77,0.05,0.15
1983,4,W,1,Forb_Perennial,0.77,0.05,0.02
1983,4,W,1,Annual,0.77,0.05,0.005
1983,4,W,2,C3_Perennial,0.65,0.1,0.2
1983,4,W,2,Annual,0.65,0.1,0.02
1983,4,W,3,C3_Perennial,0.35,0.39,0.205
1983,4,W,3,Annual,0.35,0.39,0.005
1983,4,W,4,C3_Perennial,0.397590341,0.237951817,0.236947801
1983,4,W,4,Annual,0.397590341,0.237951817,0.009036145
1983,4,W,5,C3_Perennial,0.32,0.33,0.3
1983,4,W,5,Annual,0.32,0.33,0.01
1983,4,W,6,C3_Perennial,0.3,0.36,0.26
1983,4,W,7,C3_Perennial,0.33,0.25,0.35
1983,4,W,7,Annual,0.33,0.25,0.03
1983,4,W,7,Forb_Perennial,0.33,0.25,0.01
1983,4,W,8,C3_Perennial,0.26,0.2,0.25
1983,4,W,8,Forb_Perennial,0.26,0.2,0.02
1983,4,W,9,C3_Perennial,0.720720721,0.04004004,0.18018018
1983,4,W,9,Annual,0.720720721,0.04004004,0.009009009
1983,4,W,10,C3_Perennial,0.85,0.02,0.07
1983,4,W,10,Annual,0.85,0.02,0.05
1983,4,W,11,C3_Perennial,0.620620621,0.1001001,0.17017017
1983,4,W,11,Annual,0.620620621,0.1001001,0.009009009
1983,4,W,12,C3_Perennial,0.458835356,0.218875494,0.278112443
1983,4,W,12,Annual,0.458835356,0.218875494,0.00502008
1983,4,W,13,C3_Perennial,0.44,0.14,0.37
1983,4,W,13,Annual,0.44,0.14,0.01
1983,4,W,14,C3_Perennial,0.56,0.2,0.19
1983,4,W,15,C3_Perennial,0.59,0.09,0.27
1983,4,W,16,C3_Perennial,0.47,0.09,0.4
1983,4,W,16,Annual,0.47,0.09,0.01
1983,4,W,17,C3_Perennial,0.62,0.1,0.26
1983,4,W,17,Annual,0.62,0.1,0.01
1983,4,W,18,C3_Perennial,0.52,0.2,0.27
1983,4,W,19,C3_Perennial,0.099099099,0.497497508,0.403403393
1983,4,W,20,C3_Perennial,0.05,0.63,0.31
1983,4,W,21,C3_Perennial,0.66,0.07,0.2
1983,4,W,21,Annual,0.66,0.07,0.06
1983,4,W,22,C3_Perennial,0.45,0.25,0.28
1983,4,W,22,Annual,0.45,0.25,0.01
1983,4,W,23,C3_Perennial,0.57,0.2,0.22
1983,4,W,24,C3_Perennial,0.68,0.1,0.19
1983,4,W,24,Forb_Perennial,0.68,0.1,0.02
1983,4,W,25,C3_Perennial,0.65,0.1,0.22
1983,4,W,25,Annual,0.65,0.1,0.03
1983,4,Y,1,C3_Perennial,0.42,0.3,0.23
1983,4,Y,1,Forb_Perennial,0.42,0.3,0.03
1983,4,Y,1,Annual,0.42,0.3,0.015
1983,4,Y,2,C3_Perennial,0.717741927,0.079637099,0.168346779
1983,4,Y,2,Annual,0.717741927,0.079637099,0.020161291
1983,4,Y,2,Forb_Perennial,0.717741927,0.079637099,0.009072581
1983,4,Y,3,C3_Perennial,0.1,0.55,0.26
1983,4,Y,3,Forb_Perennial,0.1,0.55,0.02
1983,4,Y,4,C3_Perennial,0.63,0.17,0.185
1983,4,Y,4,Annual,0.63,0.17,0.015
1983,4,Y,5,C3_Perennial,0.334673367,0.38994975,0.191959795
1983,4,Y,5,Annual,0.334673367,0.38994975,0.006030151
1983,4,Y,6,C3_Perennial,0.545090179,0.177354712,0.233466935
1983,4,Y,6,Annual,0.545090179,0.177354712,0.022044087
1983,4,Y,7,C3_Perennial,0.42,0.3,0.19
1983,4,Y,7,Annual,0.42,0.3,0.06
1983,4,Y,8,C3_Perennial,0.5,0.26,0.22
1983,4,Y,8,Annual,0.5,0.26,0.01
1983,4,Y,9,C3_Perennial,0.37,0.37,0.2
1983,4,Y,9,Annual,0.37,0.37,0.035
1983,4,Y,9,C4S_Perennial,0.37,0.37,0.02
1983,4,Y,10,C3_Perennial,0.3003003,0.42042042,0.23023023
1983,4,Y,10,Annual,0.3003003,0.42042042,0.026026026
1983,4,Y,11,C3_Perennial,0.33,0.4,0.205
1983,4,Y,11,Annual,0.33,0.4,0.045
1983,4,Y,12,C3_Perennial,0.286432164,0.430150748,0.189949751
1983,4,Y,12,Annual,0.286432164,0.430150748,0.084422111
1983,4,Y,13,C3_Perennial,0.3003003,0.34034034,0.3003003
1983,4,Y,13,Annual,0.3003003,0.34034034,0.059059059
1983,4,Y,14,C3_Perennial,0.105210424,0.527054104,0.315631262
1983,4,Y,14,Annual,0.105210424,0.527054104,0.05210421
1983,4,Y,15,C3_Perennial,0.480961924,0.190380762,0.280561122
1983,4,Y,15,Annual,0.480961924,0.190380762,0.044088176
1983,4,Y,15,Forb_Perennial,0.480961924,0.190380762,0.002004008
1983,4,Y,16,C3_Perennial,0.33,0.35,0.24
1983,4,Y,16,Annual,0.33,0.35,0.08
1983,4,Y,17,C3_Perennial,0.53,0.26,0.205
1983,4,Y,17,Annual,0.53,0.26,0.005
1983,4,Y,18,C3_Perennial,0.45,0.33,0.205
1983,4,Y,18,Annual,0.45,0.33,0.015
1983,4,Y,19,C3_Perennial,0.35035035,0.39039039,0.203203203
1983,4,Y,19,Annual,0.35035035,0.39039039,0.056056056
1983,4,Y,20,C3_Perennial,0.46,0.21,0.16
1983,4,Y,20,Annual,0.46,0.21,0.17
1983,4,Y,21,C3_Perennial,0.32,0.33,0.11
1983,4,Y,21,Annual,0.32,0.33,0.19
1983,4,Y,21,Forb_Perennial,0.32,0.33,0.05
1983,4,Y,22,C3_Perennial,0.63855421,0.010040161,0.128514059
1983,4,Y,22,Annual,0.63855421,0.010040161,0.21285141
1983,4,Y,22,Forb_Perennial,0.63855421,0.010040161,0.010040161
1983,4,Y,23,C3_Perennial,0.35035035,0.35035035,0.203203203
1983,4,Y,23,Annual,0.35035035,0.35035035,0.076076076
1983,4,Y,24,C3_Perennial,0.2002002,0.560560561,0.17017017
1983,4,Y,24,Annual,0.2002002,0.560560561,0.066066066
1983,4,Y,25,C3_Perennial,0.38,0.3,0.29
1983,4,Y,25,Annual,0.38,0.3,0.03
1983,5,G,1,C3_Perennial,0,0.530612245,0.331632653
1983,5,G,1,Annual,0,0.530612245,0.091836735
1983,5,G,1,Forb_Perennial,0,0.530612245,0.005102041
1983,5,G,2,C3_Perennial,0,0.500500501,0.19019019
1983,5,G,2,Annual,0,0.500500501,0.009009009
1983,5,G,2,C4S_Perennial,0,0.500500501,0.3003003
1983,5,G,3,C3_Perennial,0,0.64,0.29
1983,5,G,3,Annual,0,0.64,0.07
1983,5,G,4,C3_Perennial,0.00907258,0.648185488,0.258064516
1983,5,G,4,Annual,0.00907258,0.648185488,0.084677416
1983,5,G,5,C3_Perennial,0,0.6,0.4
1983,5,G,6,C3_Perennial,0,0.650650651,0.347347347
1983,5,G,6,Annual,0,0.650650651,0.002002002
1983,5,G,7,Forb_Perennial,0,0.61,0.05
1983,5,G,7,C3_Perennial,0,0.61,0.28
1983,5,G,7,Annual,0,0.61,0.03
1983,5,G,7,C4S_Perennial,0,0.61,0.03
1983,5,G,8,C3_Perennial,0,0.750750751,0.247247247
1983,5,G,8,Annual,0,0.750750751,0.002002002
1983,5,G,9,C3_Perennial,0.1,0.45,0.41
1983,5,G,9,Annual,0.1,0.45,0.035
1983,5,G,10,C3_Perennial,0,0.600600595,0.397397403
1983,5,G,11,C3_Perennial,0,0.6,0.4
1983,5,G,12,C3_Perennial,0,0.55,0.41
1983,5,G,12,Annual,0,0.55,0.04
1983,5,G,13,C3_Perennial,0,0.495495495,0.495495495
1983,5,G,13,Annual,0,0.495495495,0.009009009
1983,5,G,14,C3_Perennial,0,0.6,0.39
1983,5,G,14,Annual,0,0.6,0.01
1983,5,G,15,C3_Perennial,0.05005005,0.450450446,0.467467473
1983,5,G,15,Annual,0.05005005,0.450450446,0.002002002
1983,5,G,15,Leg_Perennial,0.05005005,0.450450446,0.01001001
1983,5,G,16,C3_Perennial,0.03003003,0.550550545,0.327327334
1983,5,G,16,Annual,0.03003003,0.550550545,0.092092091
1983,5,G,17,C3_Perennial,0.1,0.4,0.395
1983,5,G,17,Annual,0.1,0.4,0.065
1983,5,G,17,Forb_Perennial,0.1,0.4,0.04
1983,5,G,18,C3_Perennial,0.35,0.15,0.175
1983,5,G,18,Annual,0.35,0.15,0.305
1983,5,G,19,C3_Perennial,0,0.55,0.41
1983,5,G,19,Annual,0,0.55,0.036
1983,5,G,20,C3_Perennial,0,0.63,0.35
1983,5,G,20,Annual,0,0.63,0.016
1983,5,G,20,Leg_Perennial,0,0.63,0.004
1983,5,G,21,C3_Perennial,0.1,0.5,0.395
1983,5,G,21,Annual,0.1,0.5,0.005
1983,5,G,22,C3_Perennial,0,0.6,0.39
1983,5,G,22,Annual,0,0.6,0.01
1983,5,G,23,C3_Perennial,0,0.650650651,0.32032032
1983,5,G,23,Annual,0,0.650650651,0.026026026
1983,5,G,23,Leg_Perennial,0,0.650650651,0.003003003
1983,5,G,24,C3_Perennial,0,0.4,0.27
1983,5,G,24,Annual,0,0.4,0.01
1983,5,G,24,Leg_Perennial,0,0.4,0.32
1983,5,G,25,C3_Perennial,0,0.7,0.25
1983,5,G,25,Annual,0,0.7,0.01
1983,5,G,25,Leg_Perennial,0,0.7,0.04
1983,5,R,1,C3_Perennial,0.01,0.63,0.095
1983,5,R,1,Forb_Perennial,0.01,0.63,0.005
1983,5,R,1,Annual,0.01,0.63,0.05
1983,5,R,1,Leg_Perennial,0.01,0.63,0.01
1983,5,R,2,C3_Perennial,0.01,0.69,0.14
1983,5,R,2,Forb_Perennial,0.01,0.69,0.045
1983,5,R,2,Annual,0.01,0.69,0.11
1983,5,R,2,Leg_Perennial,0.01,0.69,0.005
1983,5,R,3,C3_Perennial,0.06,0.66,0.17
1983,5,R,3,Annual,0.06,0.66,0.105
1983,5,R,4,C3_Perennial,0,0.64,0.2
1983,5,R,4,Annual,0,0.64,0.12
1983,5,R,4,Leg_Perennial,0,0.64,0.04
1983,5,R,5,C3_Perennial,0.05005005,0.690690691,0.06006006
1983,5,R,5,Forb_Perennial,0.05005005,0.690690691,0.033033033
1983,5,R,5,Annual,0.05005005,0.690690691,0.163163163
1983,5,R,6,C3_Perennial,0,0.75,0.07
1983,5,R,6,Annual,0,0.75,0.08
1983,5,R,6,Forb_Perennial,0,0.75,0.1
1983,5,R,7,C3_Perennial,0.01002004,0.731462926,0.112224449
1983,5,R,7,Forb_Perennial,0.01002004,0.731462926,0.100200401
1983,5,R,7,Annual,0.01002004,0.731462926,0.046092184
1983,5,R,8,C3_Perennial,0.010060362,0.649899389,0.108651914
1983,5,R,8,Forb_Perennial,0.010060362,0.649899389,0.128772638
1983,5,R,8,Annual,0.010060362,0.649899389,0.063380283
1983,5,R,9,C3_Perennial,0,0.701402806,0.220440882
1983,5,R,9,Forb_Perennial,0,0.701402806,0.070140281
1983,5,R,9,Annual,0,0.701402806,0.006012024
1983,5,R,10,C3_Perennial,0.08,0.7,0.2
1983,5,R,10,Annual,0.08,0.7,0.02
1983,5,R,11,C3_Perennial,0,0.65,0.35
1983,5,R,12,C3_Perennial,0.150300601,0.551102204,0.200400802
1983,5,R,12,Annual,0.150300601,0.551102204,0.092184369
1983,5,R,12,Leg_Perennial,0.150300601,0.551102204,0.006012024
1983,5,R,13,C3_Perennial,0,0.698094277,0.198595791
1983,5,R,13,Annual,0,0.698094277,0.103309932
1983,5,R,14,C3_Perennial,0,0.73,0.19
1983,5,R,14,Annual,0,0.73,0.075
1983,5,R,15,C3_Perennial,0,0.76,0.17
1983,5,R,15,Annual,0,0.76,0.07
1983,5,R,16,C3_Perennial,0.02004008,0.634268533,0.140280563
1983,5,R,16,Annual,0.02004008,0.634268533,0.165330663
1983,5,R,17,C3_Perennial,0.069416499,0.479879286,0.118712274
1983,5,R,17,Annual,0.069416499,0.479879286,0.326961761
1983,5,R,18,C3_Perennial,0.02004008,0.654308634,0.19338676
1983,5,R,18,Annual,0.02004008,0.654308634,0.127254506
1983,5,R,19,C3_Perennial,0,0.73,0.17
1983,5,R,19,Annual,0,0.73,0.1
1983,5,R,20,C3_Perennial,0.01,0.7,0.25
1983,5,R,20,Annual,0.01,0.7,0.015
1983,5,R,20,Forb_Perennial,0.01,0.7,0.02
1983,5,R,21,C3_Perennial,0.01001001,0.497497508,0.477477467
1983,5,R,21,Annual,0.01001001,0.497497508,0.015015015
1983,5,R,22,C3_Perennial,0,0.527527538,0.457457447
1983,5,R,22,Annual,0,0.527527538,0.015015015
1983,5,R,23,C3_Perennial,0,0.38,0.6
1983,5,R,23,Annual,0,0.38,0.02
1983,5,R,24,C3_Perennial,0,0.408408407,0.547547548
1983,5,R,24,Annual,0,0.408408407,0.03903904
1983,5,R,25,C3_Perennial,0.01002004,0.637274542,0.2985972
1983,5,R,25,Forb_Perennial,0.01002004,0.637274542,0.01002004
1983,5,R,25,Annual,0.01002004,0.637274542,0.044088177
1983,5,W,1,C3_Perennial,0.05,0.5,0.26
1983,5,W,1,C4S_Perennial,0.05,0.5,0.15
1983,5,W,1,Annual,0.05,0.5,0.04
1983,5,W,2,C3_Perennial,0.03,0.52,0.18
1983,5,W,2,C4S_Perennial,0.03,0.52,0.06
1983,5,W,2,Annual,0.03,0.52,0.21
1983,5,W,3,C3_Perennial,0.1001001,0.510510511,0.24024024
1983,5,W,3,Annual,0.1001001,0.510510511,0.149149149
1983,5,W,4,C3_Perennial,0.0501002,0.671342685,0.230460922
1983,5,W,4,Annual,0.0501002,0.671342685,0.048096192
1983,5,W,5,C3_Perennial,0.019076305,0.576305235,0.25200802
1983,5,W,5,Annual,0.019076305,0.576305235,0.083333332
1983,5,W,6,C3_Perennial,0.15,0.39,0.31
1983,5,W,6,Annual,0.15,0.39,0.13
1983,5,W,7,C3_Perennial,0.009063444,0.670694857,0.165156096
1983,5,W,7,Annual,0.009063444,0.670694857,0.056394764
1983,5,W,8,C3_Perennial,0.04004004,0.42042042,0.11011011
1983,5,W,8,Annual,0.04004004,0.42042042,0.079079079
1983,5,W,9,C3_Perennial,0.09,0.2,0.105
1983,5,W,9,Annual,0.09,0.2,0.105
1983,5,W,10,C3_Perennial,0.58,0.05,0.06
1983,5,W,10,Annual,0.58,0.05,0.19
1983,5,W,11,C3_Perennial,0.05005005,0.05005005,0.033033033
1983,5,W,11,Annual,0.05005005,0.05005005,0.136136136
1983,5,W,12,C3_Perennial,0.600600601,0.06006006,0.06006006
1983,5,W,12,Annual,0.600600601,0.06006006,0.159159159
1983,5,W,12,C4S_Perennial,0.600600601,0.06006006,0.01001001
1983,5,W,13,C3_Perennial,0.24,0.04,0.05
1983,5,W,13,Annual,0.24,0.04,0.14
1983,5,W,14,C3_Perennial,0.12012012,0.07007007,0.05005005
1983,5,W,14,Annual,0.12012012,0.07007007,0.129129129
1983,5,W,15,C3_Perennial,0.030090271,0.597793372,0.176529592
1983,5,W,15,Annual,0.030090271,0.597793372,0.10531595
1983,5,W,15,Forb_Perennial,0.030090271,0.597793372,0.020060181
1983,5,W,16,C3_Perennial,0.1,0.54,0.22
1983,5,W,16,Annual,0.1,0.54,0.07
1983,5,W,17,C3_Perennial,0,0.8,0.18
1983,5,W,17,Annual,0,0.8,0.02
1983,5,W,18,C3_Perennial,0,0.83,0.15
1983,5,W,18,Annual,0,0.83,0.015
1983,5,W,19,C3_Perennial,0,0.67,0.33
1983,5,W,20,C3_Perennial,0,0.62,0.37
1983,5,W,20,Annual,0,0.62,0.01
1983,5,W,21,C3_Perennial,0,0.62,0.37
1983,5,W,21,Annual,0,0.62,0.01
1983,5,W,22,C3_Perennial,0.3,0.08,0.6
1983,5,W,22,Forb_Perennial,0.3,0.08,0.01
1983,5,W,22,Annual,0.3,0.08,0.01
1983,5,W,23,C3_Perennial,0,0.56,0.44
1983,5,W,24,C3_Perennial,0.02,0.63,0.35
1983,5,W,25,C3_Perennial,0,0.62,0.38
1983,5,Y,1,C3_Perennial,0,0.7,0.3
1983,5,Y,2,C3_Perennial,0,0.62,0.38
1983,5,Y,3,C3_Perennial,0,0.64,0.33
1983,5,Y,3,Annual,0,0.64,0.03
1983,5,Y,4,C3_Perennial,0,0.6,0.36
1983,5,Y,4,Forb_Perennial,0,0.6,0.04
1983,5,Y,5,C3_Perennial,0,0.62,0.34
1983,5,Y,5,Forb_Perennial,0,0.62,0.04
1983,5,Y,6,C3_Perennial,0,0.6,0.35
1983,5,Y,6,Annual,0,0.6,0.01
1983,5,Y,6,Forb_Perennial,0,0.6,0.04
1983,5,Y,7,C3_Perennial,0,0.6,0.37
1983,5,Y,7,Forb_Perennial,0,0.6,0.03
1983,5,Y,8,C3_Perennial,0,0.5,0.48
1983,5,Y,8,Forb_Perennial,0,0.5,0.02
1983,5,Y,9,C3_Perennial,0.305084743,0.137587237,0.392821541
1983,5,Y,9,Annual,0.305084743,0.137587237,0.164506479
1983,5,Y,10,C3_Perennial,0,0.15,0.85
1983,5,Y,11,C3_Perennial,0,0.4,0.6
1983,5,Y,12,C3_Perennial,0,0.4,0.6
1983,5,Y,13,C3_Perennial,0.14,0.36,0.35
1983,5,Y,13,Annual,0.14,0.36,0.15
1983,5,Y,14,C3_Perennial,0,0.54,0.46
1983,5,Y,15,C3_Perennial,0,0.37,0.63
1983,5,Y,16,C3_Perennial,0,0.33,0.67
1983,5,Y,17,C3_Perennial,0,0.48,0.51
1983,5,Y,17,Annual,0,0.48,0.01
1983,5,Y,18,C3_Perennial,0.02002002,0.38038038,0.550550551
1983,5,Y,18,Annual,0.02002002,0.38038038,0.049049049
1983,5,Y,19,C3_Perennial,0,0.55,0.45
1983,5,Y,20,C3_Perennial,0.07,0.45,0.26
1983,5,Y,20,Annual,0.07,0.45,0.22
1983,5,Y,21,C3_Perennial,0,0.66,0.31
1983,5,Y,21,Annual,0,0.66,0.03
1983,5,Y,22,C3_Perennial,0,0.59,0.4
1983,5,Y,22,Annual,0,0.59,0.01
1983,5,Y,23,C3_Perennial,0,0.6,0.39
1983,5,Y,23,Annual,0,0.6,0.01
1983,5,Y,24,C3_Perennial,0.1001001,0.41041041,0.433433433
1983,5,Y,24,Annual,0.1001001,0.41041041,0.046046046
1983,5,Y,25,C3_Perennial,0,0.66,0.3
1983,5,Y,25,Annual,0,0.66,0.04
1983,21,G,1,C3_Perennial,0,0,0.28
1983,21,G,1,C4S_Perennial,0,0,0.16
1983,21,G,1,Annual,0,0,0.066666667
1983,21,G,1,Forb_Perennial,0,0,0.426666667
1983,21,G,1,Leg_Perennial,0,0,0.066666667
1983,21,G,2,C3_Perennial,0.01,0.52,0.12
1983,21,G,2,C4S_Perennial,0.01,0.52,0.15
1983,21,G,2,Annual,0.01,0.52,0.015
1983,21,G,2,Forb_Perennial,0.01,0.52,0.18
1983,21,G,2,Leg_Perennial,0.01,0.52,0.005
1983,21,G,3,C3_Perennial,0,0.58,0.11
1983,21,G,3,C4S_Perennial,0,0.58,0.04
1983,21,G,3,Annual,0,0.58,0.025
1983,21,G,3,Forb_Perennial,0,0.58,0.23
1983,21,G,3,Leg_Perennial,0,0.58,0.005
1983,21,G,4,C3_Perennial,0,0.549196797,0.034136546
1983,21,G,4,C4S_Perennial,0,0.549196797,0.049196787
1983,21,G,4,Annual,0,0.549196797,0.019076305
1983,21,G,4,Forb_Perennial,0,0.549196797,0.299196777
1983,21,G,4,Leg_Perennial,0,0.549196797,0.049196787
1983,21,G,5,C3_Perennial,0.03,0.51,0.14
1983,21,G,5,Annual,0.03,0.51,0.11
1983,21,G,5,C4S_Perennial,0.03,0.51,0.03
1983,21,G,5,Forb_Perennial,0.03,0.51,0.15
1983,21,G,5,Leg_Perennial,0.03,0.51,0.03
1983,21,G,6,C3_Perennial,0.117529882,0.394422295,0.027888446
1983,21,G,6,Annual,0.117529882,0.394422295,0.146414344
1983,21,G,6,C4S_Perennial,0.117529882,0.394422295,0.028884462
1983,21,G,6,Forb_Perennial,0.117529882,0.394422295,0.275896427
1983,21,G,6,Leg_Perennial,0.117529882,0.394422295,0.008964144
1983,21,G,7,C3_Perennial,0,0.45,0.15
1983,21,G,7,C4S_Perennial,0,0.45,0.01
1983,21,G,7,Annual,0,0.45,0.02
1983,21,G,7,Forb_Perennial,0,0.45,0.36
1983,21,G,7,Leg_Perennial,0,0.45,0.01
1983,21,G,8,C3_Perennial,0.04,0.37,0.22
1983,21,G,8,Annual,0.04,0.37,0.06
1983,21,G,8,Forb_Perennial,0.04,0.37,0.3
1983,21,G,8,Leg_Perennial,0.04,0.37,0.01
1983,21,G,9,C3_Perennial,0,0.45,0.26
1983,21,G,9,Annual,0,0.45,0.06
1983,21,G,9,Forb_Perennial,0,0.45,0.23
1983,21,G,10,C3_Perennial,0,0.5,0.2
1983,21,G,10,Annual,0,0.5,0.01
1983,21,G,10,Forb_Perennial,0,0.5,0.25
1983,21,G,10,Leg_Perennial,0,0.5,0.04
1983,21,G,11,C3_Perennial,0,0.63,0.26
1983,21,G,11,Forb_Perennial,0,0.63,0.08
1983,21,G,11,Leg_Perennial,0,0.63,0.03
1983,21,G,12,C3_Perennial,0,0.286144578,0.447791165
1983,21,G,12,Annual,0,0.286144578,0.047188755
1983,21,G,12,Forb_Perennial,0,0.286144578,0.076305221
1983,21,G,12,Leg_Perennial,0,0.286144578,0.142570281
1983,21,G,13,C3_Perennial,0,0.2,0.3
1983,21,G,13,Annual,0,0.2,0.05
1983,21,G,13,Leg_Perennial,0,0.2,0.45
1983,21,G,14,C3_Perennial,0,0.64,0.27
